 Date__(UT)__HR:MN     R.A._____(ICRF)_____DEC             delta      deldot  1-way_down_LT
*******************************************************************************************
$$SOE
 2014-Aug-21 00:00     13 07 17.73 -08 02 55.5  1.28231577587589   0.0114715    10.66469511
 2014-Aug-22 00:00     13 10 57.22 -08 24 50.7  1.28232645132662   0.0254479    10.66478389
 2014-Aug-23 00:00     13 14 37.17 -08 46 38.5  1.28234512034490   0.0391516    10.66493916
 2014-Aug-24 00:00     13 18 17.59 -09 08 18.6  1.28237162793483   0.0525924    10.66515962
 2014-Aug-25 00:00     13 21 58.49 -09 29 50.5  1.28240582685562   0.0657874    10.66544404
 2014-Aug-26 00:00     13 25 39.89 -09 51 14.0  1.28244758190838   0.0787615    10.66579131
 2014-Aug-27 00:00     13 29 21.80 -10 12 28.6  1.28249677467074   0.0915479    10.66620043
 2014-Aug-28 00:00     13 33 04.24 -10 33 34.0  1.28255330854440   0.1041890    10.66667061
 2014-Aug-29 00:00     13 36 47.22 -10 54 29.9  1.28261711395533   0.1167361    10.66720126
 2014-Aug-30 00:00     13 40 30.74 -11 15 15.9  1.28268815365372   0.1292498    10.66779208
 2014-Aug-31 00:00     13 44 14.83 -11 35 51.5  1.28276642823465   0.1418006    10.66844307
 2014-Sep-01 00:00     13 47 59.49 -11 56 16.5  1.28285198213822   0.1544701    10.66915460
 2014-Sep-02 00:00     13 51 44.73 -12 16 30.5  1.28294491035172   0.1673520    10.66992746
 2014-Sep-03 00:00     13 55 30.57 -12 36 33.0  1.28304536567796   0.1805526    10.67076292
 2014-Sep-04 00:00     13 59 17.00 -12 56 23.8  1.28315356563043   0.1941890    10.67166279
 2014-Sep-05 00:00     14 03 04.04 -13 16 02.5  1.28326979676727   0.2083816    10.67262946
 2014-Sep-06 00:00     14 06 51.70 -13 35 28.6  1.28339441291412   0.2232398    10.67366586
 2014-Sep-07 00:00     14 10 39.99 -13 54 41.9  1.28352782311354   0.2388414    10.67477540
 2014-Sep-08 00:00     14 14 28.91 -14 13 42.0  1.28367046655005   0.2552096    10.67596173
 2014-Sep-09 00:00     14 18 18.48 -14 32 28.5  1.28382277586384   0.2722970    10.67722845
 2014-Sep-10 00:00     14 22 08.71 -14 51 01.0  1.28398513590579   0.2899874    10.67857875
 2014-Sep-11 00:00     14 25 59.60 -15 09 19.3  1.28415784859109   0.3081144    10.68001516
 2014-Sep-12 00:00     14 29 51.17 -15 27 23.0  1.28434111292643   0.3264934    10.68153932
 2014-Sep-13 00:00     14 33 43.44 -15 45 11.7  1.28453502308791   0.3449504    10.68315203
 2014-Sep-14 00:00     14 37 36.40 -16 02 45.1  1.28473958074847   0.3633410    10.68485328
 2014-Sep-15 00:00     14 41 30.06 -16 20 02.9  1.28495471450795   0.3815566    10.68664249
 2014-Sep-16 00:00     14 45 24.45 -16 37 04.7  1.28518029985801   0.3995209    10.68851863
 2014-Sep-17 00:00     14 49 19.55 -16 53 50.1  1.28541617574455   0.4171822    10.69048035
 2014-Sep-18 00:00     14 53 15.37 -17 10 18.9  1.28566215644770   0.4345056    10.69252611
 2014-Sep-19 00:00     14 57 11.92 -17 26 30.7  1.28591803923339   0.4514662    10.69465422
 2014-Sep-20 00:00     15 01 09.20 -17 42 25.1  1.28618360901367   0.4680456    10.69686290
 2014-Sep-21 00:00     15 05 07.22 -17 58 01.9  1.28645864141753   0.4842301    10.69915027
 2014-Sep-22 00:00     15 09 05.96 -18 13 20.6  1.28674290552397   0.5000109    10.70151442
 2014-Sep-23 00:00     15 13 05.42 -18 28 20.9  1.28703616722498   0.5153861    10.70395341
 2014-Sep-24 00:00     15 17 05.62 -18 43 02.5  1.28733819383878   0.5303630    10.70646529
 2014-Sep-25 00:00     15 21 06.53 -18 57 25.1  1.28764876022139   0.5449607    10.70904819
 2014-Sep-26 00:00     15 25 08.15 -19 11 28.3  1.28796765626744   0.5592126    10.71170037
 2014-Sep-27 00:00     15 29 10.48 -19 25 11.8  1.28829469541606   0.5731669    10.71442027
 2014-Sep-28 00:00     15 33 13.51 -19 38 35.3  1.28862972364651   0.5868880    10.71720661
 2014-Sep-29 00:00     15 37 17.23 -19 51 38.5  1.28897262848121   0.6004554    10.72005846
 2014-Sep-30 00:00     15 41 21.62 -20 04 21.0  1.28932334764288   0.6139632    10.72297531
 2014-Oct-01 00:00     15 45 26.68 -20 16 42.6  1.28968187708980   0.6275187    10.72595710
 2014-Oct-02 00:00     15 49 32.39 -20 28 42.9  1.29004827798894   0.6412398    10.72900437
 2014-Oct-03 00:00     15 53 38.73 -20 40 21.6  1.29042268164799   0.6552503    10.73211819
 2014-Oct-04 00:00     15 57 45.70 -20 51 38.5  1.29080529056234   0.6696710    10.73530025
 2014-Oct-05 00:00     16 01 53.28 -21 02 33.3  1.29119637291228   0.6846060    10.73855278
 2014-Oct-06 00:00     16 06 01.45 -21 13 05.7  1.29159624781259   0.7001244    10.74187844
 2014-Oct-07 00:00     16 10 10.19 -21 23 15.4  1.29200526020428   0.7162439    10.74528009
 2014-Oct-08 00:00     16 14 19.50 -21 33 02.2  1.29242374764809   0.7329208    10.74876055
 2014-Oct-09 00:00     16 18 29.35 -21 42 25.8  1.29285200514047   0.7500533    10.75232226
 2014-Oct-10 00:00     16 22 39.75 -21 51 26.0  1.29329025599376   0.7674985    10.75596708
 2014-Oct-11 00:00     16 26 50.66 -22 00 02.6  1.29373863509634   0.7850974    10.75969613
 2014-Oct-12 00:00     16 31 02.07 -22 08 15.3  1.29419718629720   0.8026971    10.76350979
 2014-Oct-13 00:00     16 35 13.98 -22 16 04.0  1.29466587100902   0.8201667    10.76740772
 2014-Oct-14 00:00     16 39 26.35 -22 23 28.4  1.29514458275662   0.8374023    10.77138904
 2014-Oct-15 00:00     16 43 39.18 -22 30 28.4  1.29563316266631   0.8543256    10.77545244
 2014-Oct-16 00:00     16 47 52.44 -22 37 03.7  1.29613141264612   0.8708781    10.77959626
 2014-Oct-17 00:00     16 52 06.11 -22 43 14.1  1.29663910493087   0.8870144    10.78381860
 2014-Oct-18 00:00     16 56 20.18 -22 48 59.7  1.29715598806495   0.9026971    10.78811739
 2014-Oct-19 00:00     17 00 34.61 -22 54 20.0  1.29768179017544   0.9178925    10.79249035
 2014-Oct-20 00:00     17 04 49.38 -22 59 15.1  1.29821622072774   0.9325695    10.79693508
 2014-Oct-21 00:00     17 09 04.48 -23 03 44.8  1.29875897205171   0.9467003    10.80144900
 2014-Oct-22 00:00     17 13 19.86 -23 07 48.9  1.29930972188259   0.9602627    10.80602945
 2014-Oct-23 00:00     17 17 35.52 -23 11 27.3  1.29986813798491   0.9732452    10.81067365
 2014-Oct-24 00:00     17 21 51.41 -23 14 40.0  1.30043388557587   0.9856515    10.81537883
 2014-Oct-25 00:00     17 26 07.52 -23 17 26.9  1.30100663771423   0.9975056    10.82014227
 2014-Oct-26 00:00     17 30 23.80 -23 19 47.8  1.30158608813373   1.0088554    10.82496141
 2014-Oct-27 00:00     17 34 40.23 -23 21 42.7  1.30217196535184   1.0197736    10.82983400
 2014-Oct-28 00:00     17 38 56.79 -23 23 11.6  1.30276404649672   1.0303552    10.83475819
 2014-Oct-29 00:00     17 43 13.43 -23 24 14.4  1.30336216930072   1.0407140    10.83973263
 2014-Oct-30 00:00     17 47 30.12 -23 24 51.1  1.30396624103942   1.0509761    10.84475654
 2014-Oct-31 00:00     17 51 46.83 -23 25 01.6  1.30457624359799   1.0612724    10.84982977
 2014-Nov-01 00:00     17 56 03.54 -23 24 46.0  1.30519223404793   1.0717307    10.85495281
 2014-Nov-02 00:00     18 00 20.20 -23 24 04.2  1.30581434003342   1.0824659    10.86012671
 2014-Nov-03 00:00     18 04 36.79 -23 22 56.4  1.30644274912389   1.0935688    10.86535303
 2014-Nov-04 00:00     18 08 53.28 -23 21 22.4  1.30707769154986   1.1050944    10.87063368
 2014-Nov-05 00:00     18 13 09.64 -23 19 22.4  1.30771941681014   1.1170532    10.87597075
 2014-Nov-06 00:00     18 17 25.84 -23 16 56.4  1.30836816645812   1.1294074    10.88136623
 2014-Nov-07 00:00     18 21 41.85 -23 14 04.5  1.30902414717483   1.1420754    10.88682186
 2014-Nov-08 00:00     18 25 57.66 -23 10 46.7  1.30968750887690   1.1549448    10.89233887
 2014-Nov-09 00:00     18 30 13.23 -23 07 03.1  1.31035833141868   1.1678883    10.89791793
 2014-Nov-10 00:00     18 34 28.55 -23 02 53.9  1.31103662088725   1.1807801    10.90355909
 2014-Nov-11 00:00     18 38 43.58 -22 58 19.1  1.31172231385445   1.1935067    10.90926183
 2014-Nov-12 00:00     18 42 58.31 -22 53 18.9  1.31241528640212   1.2059725    10.91502510
 2014-Nov-13 00:00     18 47 12.72 -22 47 53.4  1.31311536459454   1.2180996    10.92084748
 2014-Nov-14 00:00     18 51 26.78 -22 42 02.7  1.31382233389546   1.2298246    10.92672716
 2014-Nov-15 00:00     18 55 40.47 -22 35 47.0  1.31453594616208   1.2410936    10.93266209
 2014-Nov-16 00:00     18 59 53.77 -22 29 06.5  1.31525592385000   1.2518580    10.93864997
 2014-Nov-17 00:00     19 04 06.66 -22 22 01.3  1.31598196178662   1.2620704    10.94468824
 2014-Nov-18 00:00     19 08 19.12 -22 14 31.5  1.31671372736743   1.2716830    10.95077415
 2014-Nov-19 00:00     19 12 31.12 -22 06 37.5  1.31745086040223   1.2806484    10.95690470
 2014-Nov-20 00:00     19 16 42.65 -21 58 19.4  1.31819297413462   1.2889229    10.96307667
 2014-Nov-21 00:00     19 20 53.69 -21 49 37.5  1.31893965911663   1.2964728    10.96928666
 2014-Nov-22 00:00     19 25 04.22 -21 40 31.9  1.31969049146594   1.3032835    10.97553114
 2014-Nov-23 00:00     19 29 14.22 -21 31 02.8  1.32044504635183   1.3093677    10.98180658
 2014-Nov-24 00:00     19 33 23.67 -21 21 10.6  1.32120291627326   1.3147735    10.98810959
 2014-Nov-25 00:00     19 37 32.55 -21 10 55.5  1.32196373207940   1.3195855    10.99443711
 2014-Nov-26 00:00     19 41 40.84 -21 00 17.7  1.32272718337998   1.3239212    11.00078654
 2014-Nov-27 00:00     19 45 48.53 -20 49 17.6  1.32349303470267   1.3279206    11.00715593
 2014-Nov-28 00:00     19 49 55.59 -20 37 55.4  1.32426113470956   1.3317326    11.01354402
 2014-Nov-29 00:00     19 54 02.02 -20 26 11.3  1.32503141750665   1.3355020    11.01995027
 2014-Nov-30 00:00     19 58 07.79 -20 14 05.7  1.32580389669078   1.3393577    11.02637478
 2014-Dec-01 00:00     20 02 12.89 -20 01 39.0  1.32657865364129   1.3434043    11.03281824
 2014-Dec-02 00:00     20 06 17.32 -19 48 51.2  1.32735582164476   1.3477161    11.03928175
 2014-Dec-03 00:00     20 10 21.05 -19 35 42.9  1.32813556718020   1.3523332    11.04576669
 2014-Dec-04 00:00     20 14 24.09 -19 22 14.2  1.32891806958056   1.3572600    11.05227457
 2014-Dec-05 00:00     20 18 26.43 -19 08 25.6  1.32970350052434   1.3624661    11.05880680
 2014-Dec-06 00:00     20 22 28.06 -18 54 17.2  1.33049200519999   1.3678912    11.06536459
 2014-Dec-07 00:00     20 26 28.97 -18 39 49.5  1.33128368711230   1.3734528    11.07194881
 2014-Dec-08 00:00     20 30 29.17 -18 25 02.7  1.33207859804718   1.3790559    11.07855988
 2014-Dec-09 00:00     20 34 28.66 -18 09 57.2  1.33287673371309   1.3846029    11.08519777
 2014-Dec-10 00:00     20 38 27.44 -17 54 33.2  1.33367803440877   1.3900006    11.09186199
 2014-Dec-11 00:00     20 42 25.50 -17 38 51.2  1.33448238917892   1.3951651    11.09855160
 2014-Dec-12 00:00     20 46 22.86 -17 22 51.4  1.33528964157223   1.4000227    11.10526532
 2014-Dec-13 00:00     20 50 19.50 -17 06 34.2  1.33609959527945   1.4045087    11.11200150
 2014-Dec-14 00:00     20 54 15.45 -16 49 59.9  1.33691201840397   1.4085640    11.11875821
 2014-Dec-15 00:00     20 58 10.69 -16 33 08.8  1.33772664569369   1.4121315    11.12553326
 2014-Dec-16 00:00     21 02 05.24 -16 16 01.3  1.33854317862884   1.4151526    11.13232416
 2014-Dec-17 00:00     21 05 59.10 -15 58 37.8  1.33936128381248   1.4175650    11.13912813
 2014-Dec-18 00:00     21 09 52.27 -15 40 58.5  1.34018059070399   1.4193026    11.14594210
 2014-Dec-19 00:00     21 13 44.77 -15 23 03.8  1.34100069040134   1.4202997    11.15276266
 2014-Dec-20 00:00     21 17 36.59 -15 04 54.2  1.34182113781383   1.4204984    11.15958611
 2014-Dec-21 00:00     21 21 27.75 -14 46 29.9  1.34264145984311   1.4198619    11.16640852
 2014-Dec-22 00:00     21 25 18.26 -14 27 51.2  1.34346117156993   1.4183886    11.17322586
 2014-Dec-23 00:00     21 29 08.11 -14 08 58.7  1.34427980048191   1.4161246    11.18003419
 2014-Dec-24 00:00     21 32 57.31 -13 49 52.5  1.34509691571428   1.4131677    11.18682993
 2014-Dec-25 00:00     21 36 45.88 -13 30 33.2  1.34591215642626   1.4096604    11.19361008
 2014-Dec-26 00:00     21 40 33.81 -13 11 01.1  1.34672525264650   1.4057713    11.20037239
 2014-Dec-27 00:00     21 44 21.11 -12 51 16.5  1.34753603406612   1.4016730    11.20711546
 2014-Dec-28 00:00     21 48 07.79 -12 31 19.8  1.34834442623661   1.3975221    11.21383865
 2014-Dec-29 00:00     21 51 53.86 -12 11 11.4  1.34915043715784   1.3934460    11.22054204
 2014-Dec-30 00:00     21 55 39.33 -11 50 51.7  1.34995413870561   1.3895382    11.22722622
 2014-Dec-31 00:00     21 59 24.20 -11 30 21.0  1.35075564677114   1.3858580    11.23389216
 2015-Jan-01 00:00     22 03 08.50 -11 09 39.7  1.35155510245712   1.3824339    11.24054103
 2015-Jan-02 00:00     22 06 52.23 -10 48 48.2  1.35235265527990   1.3792672    11.24717407
 2015-Jan-03 00:00     22 10 35.41 -10 27 46.8  1.35314844856917   1.3763359    11.25379248
 2015-Jan-04 00:00     22 14 18.05 -10 06 35.8  1.35394260709605   1.3735983    11.26039730
 2015-Jan-05 00:00     22 18 00.16 -09 45 15.7  1.35473522709477   1.3709981    11.26698932
 2015-Jan-06 00:00     22 21 41.78 -09 23 46.7  1.35552636895488   1.3684684    11.27356905
 2015-Jan-07 00:00     22 25 22.90 -09 02 09.2  1.35631605276717   1.3659372    11.28013665
 2015-Jan-08 00:00     22 29 03.56 -08 40 23.6  1.35710425659901   1.3633317    11.28669194
 2015-Jan-09 00:00     22 32 43.77 -08 18 30.1  1.35789091697746   1.3605813    11.29323439
 2015-Jan-10 00:00     22 36 23.54 -07 56 29.2  1.35867593072727   1.3576192    11.29976315
 2015-Jan-11 00:00     22 40 02.90 -07 34 21.2  1.35945915715314   1.3543821    11.30627705
 2015-Jan-12 00:00     22 43 41.87 -07 12 06.5  1.36024041959514   1.3508083    11.31277461
 2015-Jan-13 00:00     22 47 20.46 -06 49 45.3  1.36101950559287   1.3468351    11.31925407
 2015-Jan-14 00:00     22 50 58.70 -06 27 18.0  1.36179616523872   1.3423950    11.32571335
 2015-Jan-15 00:00     22 54 36.61 -06 04 44.9  1.36257010779485   1.3374137    11.33215004
 2015-Jan-16 00:00     22 58 14.20 -05 42 06.5  1.36334099735151   1.3318093    11.33856133
 2015-Jan-17 00:00     23 01 51.49 -05 19 23.0  1.36410844926334   1.3254960    11.34494403
 2015-Jan-18 00:00     23 05 28.51 -04 56 34.7  1.36487203021676   1.3183933    11.35129454
 2015-Jan-19 00:00     23 09 05.27 -04 33 42.1  1.36563126560488   1.3104417    11.35760891
 2015-Jan-20 00:00     23 12 41.80 -04 10 45.5  1.36638565751767   1.3016235    11.36388299
 2015-Jan-21 00:00     23 16 18.10 -03 47 45.2  1.36713471412558   1.2919798    11.37011271
 2015-Jan-22 00:00     23 19 54.20 -03 24 41.6  1.36787798658886   1.2816180    11.37629432
 2015-Jan-23 00:00     23 23 30.11 -03 01 35.1  1.36861510495465   1.2707007    11.38242474
 2015-Jan-24 00:00     23 27 05.85 -02 38 25.9  1.36934580317807   1.2594200    11.38850178
 2015-Jan-25 00:00     23 30 41.44 -02 15 14.6  1.37006992710701   1.2479663    11.39452413
 2015-Jan-26 00:00     23 34 16.88 -01 52 01.3  1.37078742585952   1.2365035    11.40049139
 2015-Jan-27 00:00     23 37 52.19 -01 28 46.6  1.37149833228033   1.2251566    11.40640381
 2015-Jan-28 00:00     23 41 27.40 -01 05 30.7  1.37220273958018   1.2140102    11.41226219
 2015-Jan-29 00:00     23 45 02.53 -00 42 14.0  1.37290077947522   1.2031142    11.41806761
 2015-Jan-30 00:00     23 48 37.58 -00 18 56.9  1.37359260431092   1.1924915    11.42382134
 2015-Jan-31 00:00     23 52 12.57 +00 04 20.4  1.37427837342431   1.1821443    11.42952471
 2015-Feb-01 00:00     23 55 47.54 +00 27 37.4  1.37495824288565   1.1720597    11.43517901
 2015-Feb-02 00:00     23 59 22.49 +00 50 53.9  1.37563235754909   1.1622122    11.44078545
 2015-Feb-03 00:00     00 02 57.45 +01 14 09.4  1.37630084461317   1.1525665    11.44634509
 2015-Feb-04 00:00     00 06 32.44 +01 37 23.7  1.37696380829426   1.1430787    11.45185879
 2015-Feb-05 00:00     00 10 07.48 +02 00 36.5  1.37762132553108   1.1336985    11.45732720
 2015-Feb-06 00:00     00 13 42.59 +02 23 47.3  1.37827344276643   1.1243708    11.46275069
 2015-Feb-07 00:00     00 17 17.80 +02 46 55.9  1.37892017378880   1.1150380    11.46812939
 2015-Feb-08 00:00     00 20 53.12 +03 10 01.9  1.37956149842311   1.1056403    11.47346312
 2015-Feb-09 00:00     00 24 28.57 +03 33 05.1  1.38019736163212   1.0961165    11.47875143
 2015-Feb-10 00:00     00 28 04.18 +03 56 05.0  1.38082767241789   1.0864032    11.48399357
 2015-Feb-11 00:00     00 31 39.97 +04 19 01.3  1.38145230186677   1.0764321    11.48918845
 2015-Feb-12 00:00     00 35 15.96 +04 41 53.7  1.38207107981657   1.0661281    11.49433467
 2015-Feb-13 00:00     00 38 52.17 +05 04 41.9  1.38268379000473   1.0554065    11.49943043
 2015-Feb-14 00:00     00 42 28.62 +05 27 25.6  1.38329016426947   1.0441724    11.50447349
 2015-Feb-15 00:00     00 46 05.33 +05 50 04.3  1.38388987749055   1.0323245    11.50946115
 2015-Feb-16 00:00     00 49 42.32 +06 12 37.9  1.38448254637461   1.0197650    11.51439023
 2015-Feb-17 00:00     00 53 19.62 +06 35 05.8  1.38506773637512   1.0064179    11.51925711
 2015-Feb-18 00:00     00 56 57.23 +06 57 27.9  1.38564498084048   0.9922521    11.52405790
 2015-Feb-19 00:00     01 00 35.18 +07 19 43.7  1.38621381357353   0.9773030    11.52878874
 2015-Feb-20 00:00     01 04 13.47 +07 41 52.9  1.38677381030446   0.9616800    11.53344609
 2015-Feb-21 00:00     01 07 52.13 +08 03 55.1  1.38732462881763   0.9455540    11.53802711
 2015-Feb-22 00:00     01 11 31.17 +08 25 50.0  1.38786603604233   0.9291260    11.54252986
 2015-Feb-23 00:00     01 15 10.59 +08 47 37.1  1.38839791534193   0.9125926    11.54695336
 2015-Feb-24 00:00     01 18 50.42 +09 09 16.3  1.38892025540509   0.8961189    11.55129753
 2015-Feb-25 00:00     01 22 30.66 +09 30 47.0  1.38943312809943   0.8798270    11.55556296
 2015-Feb-26 00:00     01 26 11.33 +09 52 09.0  1.38993666365180   0.8637979    11.55975074
 2015-Feb-27 00:00     01 29 52.45 +10 13 21.8  1.39043102889025   0.8480789    11.56386225
 2015-Feb-28 00:00     01 33 34.02 +10 34 25.2  1.39091641082287   0.8326941    11.56789905
 2015-Mar-01 00:00     01 37 16.05 +10 55 18.7  1.39139300534256   0.8176514    11.57186276
 2015-Mar-02 00:00     01 40 58.57 +11 16 02.1  1.39186100970155   0.8029481    11.57575504
 2015-Mar-03 00:00     01 44 41.59 +11 36 35.0  1.39232061721820   0.7885735    11.57957748
 2015-Mar-04 00:00     01 48 25.12 +11 56 57.0  1.39277201298322   0.7745099    11.58333162
 2015-Mar-05 00:00     01 52 09.17 +12 17 07.7  1.39321536979345   0.7607325    11.58701891
 2015-Mar-06 00:00     01 55 53.75 +12 37 07.0  1.39365084397970   0.7472090    11.59064064
 2015-Mar-07 00:00     01 59 38.89 +12 56 54.4  1.39407857111696   0.7338998    11.59419793
 2015-Mar-08 00:00     02 03 24.59 +13 16 29.5  1.39449866176855   0.7207580    11.59769172
 2015-Mar-09 00:00     02 07 10.87 +13 35 52.1  1.39491119741008   0.7077298    11.60112268
 2015-Mar-10 00:00     02 10 57.74 +13 55 01.8  1.39531622653863   0.6947548    11.60449120
 2015-Mar-11 00:00     02 14 45.21 +14 13 58.2  1.39571376076879   0.6817656    11.60779739
 2015-Mar-12 00:00     02 18 33.29 +14 32 41.1  1.39610377055141   0.6686868    11.61104100
 2015-Mar-13 00:00     02 22 21.99 +14 51 10.1  1.39648618013709   0.6554336    11.61422141
 2015-Mar-14 00:00     02 26 11.33 +15 09 24.8  1.39686086166978   0.6419103    11.61733754
 2015-Mar-15 00:00     02 30 01.31 +15 27 25.0  1.39722762895312   0.6280108    11.62038785
 2015-Mar-16 00:00     02 33 51.95 +15 45 10.2  1.39758623254390   0.6136235    11.62337026
 2015-Mar-17 00:00     02 37 43.24 +16 02 40.3  1.39793635924164   0.5986417    11.62628218
 2015-Mar-18 00:00     02 41 35.20 +16 19 54.7  1.39827764014500   0.5829828    11.62912053
 2015-Mar-19 00:00     02 45 27.84 +16 36 53.3  1.39860967104750   0.5666112    11.63188194
 2015-Mar-20 00:00     02 49 21.14 +16 53 35.6  1.39893204582536   0.5495583    11.63456305
 2015-Mar-21 00:00     02 53 15.12 +17 10 01.4  1.39924439784246   0.5319288    11.63716080
